번호,신고일,구정보,주소,유형,조치일,,,,,,,,,,,,,,,,,
1263,2025.5.9,서초구,서울특별시 서초구 서초동 1656-1,점자블록 또는 교통약자 엘리베이터,2025.5.9,,,,,,,,,,,,,,,,,
1264,2025.5.9,강서구,서울특별시 강서구 화곡동 1175,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1265,2025.5.9,서초구,서울특별시 서초구 서초동 1748-19,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1266,2025.5.9,서초구,서울특별시 서초구 서초동 1650,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1267,2025.5.9,강서구,서울특별시 강서구 화곡동 662-20,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1268,2025.5.9,서초구,서울특별시 서초구 서초동 1748-29,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1269,2025.5.9,서초구,서울특별시 서초구 서초동 1626-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1270,2025.5.9,서초구,서울특별시 서초구 서초동 1627-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1271,2025.5.9,서초구,서울특별시 서초구 서초동 1748-28,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1272,2025.5.9,서초구,서울특별시 서초구 서초동 1748-29,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1273,2025.5.9,송파구,서울특별시 송파구 문정동 645-2,자전거 도로,2025.5.9,,,,,,,,,,,,,,,,,
1274,2025.5.9,강서구,서울특별시 강서구 화곡동 1173,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1275,2025.5.9,강서구,서울특별시 강서구 화곡동 1173,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1276,2025.5.9,관악구,서울특별시 관악구 신림동 1659-13,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1277,2025.5.9,강서구,서울특별시 강서구 화곡동 1002-7,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1278,2025.5.9,강서구,서울특별시 강서구 화곡동 1111-8,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1279,2025.5.9,관악구,서울특별시 관악구 신림동 1675-2,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1280,2025.5.9,관악구,서울특별시 관악구 신림동 749-10,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1281,2025.5.9,관악구,서울특별시 관악구 신림동 750-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1282,2025.5.9,송파구,서울특별시 송파구 문정동 641-1,자전거 도로,2025.5.9,,,,,,,,,,,,,,,,,
1283,2025.5.9,관악구,서울특별시 관악구 신림동 533,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1284,2025.5.9,송파구,서울특별시 송파구 가락동 110-2,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1285,2025.5.9,강서구,서울특별시 강서구 가양동 448-27,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1286,2025.5.9,강서구,서울특별시 강서구 가양동 448-27,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1287,2025.5.9,송파구,서울특별시 송파구 가락동 110-2,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1288,2025.5.9,관악구,서울특별시 관악구 신림동 808-171,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1289,2025.5.9,강서구,서울특별시 강서구 등촌동 628,지하철역 전면(5m이내),2025.5.9,,,,,,,,,,,,,,,,,
1290,2025.5.9,관악구,서울특별시 관악구 신림동 1569-13,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1291,2025.5.9,관악구,서울특별시 관악구 신림동 706-122,버스정류소 및 택시승강장 주변(5m 이내),2025.5.9,,,,,,,,,,,,,,,,,
1292,2025.5.9,강동구,서울특별시 강동구 성내동 450-30,교통섬 내부,2025.5.9,,,,,,,,,,,,,,,,,
1293,2025.5.9,강서구,서울특별시 강서구 화곡동 1089-60,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1294,2025.5.9,관악구,서울특별시 관악구 봉천동 711-93,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1295,2025.5.9,강동구,서울특별시 강동구 강일동 699,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1296,2025.5.9,서대문구,서울특별시 서대문구 남가좌동 319-28,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1297,2025.5.9,강동구,서울특별시 강동구 강일동 699,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1298,2025.5.9,서대문구,서울특별시 서대문구 남가좌동 388-5,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1299,2025.5.9,강동구,서울특별시 강동구 강일동 699,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1300,2025.5.9,관악구,서울특별시 관악구 신림동 522-5,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1301,2025.5.9,강서구,서울특별시 강서구 화곡동 1089-50,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1302,2025.5.9,강동구,서울특별시 강동구 강일동 695-1,자전거 도로,2025.5.9,,,,,,,,,,,,,,,,,
1303,2025.5.9,강동구,서울특별시 강동구 강일동 671,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1304,2025.5.9,노원구,서울특별시 노원구 중계동 377,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1305,2025.5.9,서대문구,서울특별시 서대문구 북가좌동 75-89,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1306,2025.5.9,서대문구,서울특별시 서대문구 북가좌동 75-89,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1307,2025.5.9,노원구,서울특별시 노원구 중계동 515-6,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1308,2025.5.9,노원구,서울특별시 노원구 중계동 515-2,점자블록 또는 교통약자 엘리베이터,2025.5.9,,,,,,,,,,,,,,,,,
1309,2025.5.9,노원구,서울특별시 노원구 중계동 366,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1310,2025.5.9,송파구,서울특별시 송파구 장지동 896,자전거 도로,2025.5.9,,,,,,,,,,,,,,,,,
1311,2025.5.9,서대문구,서울특별시 서대문구 남가좌동 73-38,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1312,2025.5.9,노원구,서울특별시 노원구 중계동 510-5,버스정류소 및 택시승강장 주변(5m 이내),2025.5.9,,,,,,,,,,,,,,,,,
1313,2025.5.9,노원구,서울특별시 노원구 중계동 378,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1314,2025.5.9,강동구,서울특별시 강동구 성내동 573,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1315,2025.5.9,노원구,서울특별시 노원구 중계동 391,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1316,2025.5.9,도봉구,서울특별시 도봉구 쌍문동 305,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1317,2025.5.9,강동구,서울특별시 강동구 성내동 546,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1318,2025.5.9,노원구,서울특별시 노원구 하계동 284-3,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1319,2025.5.9,송파구,서울특별시 송파구 가락동 121-12,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1320,2025.5.9,송파구,서울특별시 송파구 가락동 110-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1321,2025.5.9,도봉구,서울특별시 도봉구 쌍문동 59-4,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1322,2025.5.9,송파구,서울특별시 송파구 장지동 880-2,자전거 도로,2025.5.9,,,,,,,,,,,,,,,,,
1323,2025.5.9,도봉구,서울특별시 도봉구 방학동 507-6,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1324,2025.5.9,동작구,서울특별시 동작구 사당동 254-16,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1325,2025.5.9,관악구,서울특별시 관악구 봉천동 982-4,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1326,2025.5.9,강서구,서울특별시 강서구 내발산동 754-4,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1327,2025.5.9,동작구,서울특별시 동작구 사당동 708-395,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1328,2025.5.9,서대문구,서울특별시 서대문구 연희동 137-9,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1329,2025.5.9,서대문구,서울특별시 서대문구 연희동 137-9,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1330,2025.5.9,강서구,서울특별시 강서구 등촌동 709-1,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1331,2025.5.9,강서구,서울특별시 강서구 등촌동 709-1,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1332,2025.5.9,서대문구,서울특별시 서대문구 연희동 133-16,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1333,2025.5.9,강서구,서울특별시 강서구 외발산동 213,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1334,2025.5.9,강서구,서울특별시 강서구 외발산동 213,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1335,2025.5.9,관악구,서울특별시 관악구 신림동 517-12,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1336,2025.5.9,강서구,서울특별시 강서구 등촌동 709-5,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1337,2025.5.9,관악구,서울특별시 관악구 봉천동 41-325,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1338,2025.5.9,동작구,서울특별시 동작구 사당동 1129,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1339,2025.5.9,강서구,서울특별시 강서구 등촌동 709-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1340,2025.5.9,도봉구,서울특별시 도봉구 쌍문동 12-1,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1341,2025.5.9,강서구,서울특별시 강서구 등촌동 670-4,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1342,2025.5.9,관악구,서울특별시 관악구 신림동 1429-1,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1343,2025.5.9,강서구,서울특별시 강서구 마곡동 1403,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1344,2025.5.9,관악구,서울특별시 관악구 봉천동 685-72,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1345,2025.5.9,강서구,서울특별시 강서구 마곡동 733-5,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1346,2025.5.9,관악구,서울특별시 관악구 봉천동 1732-9,교통섬 내부,2025.5.9,,,,,,,,,,,,,,,,,
1347,2025.5.9,동작구,서울특별시 동작구 대방동 340-3,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1348,2025.5.9,동작구,서울특별시 동작구 대방동 466-2,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1349,2025.5.9,관악구,서울특별시 관악구 봉천동 1732-7,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1350,2025.5.9,송파구,서울특별시 송파구 가락동 110-2,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1351,2025.5.9,관악구,서울특별시 관악구 봉천동 1732-7,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1352,2025.5.9,관악구,서울특별시 관악구 봉천동 1732-7,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1353,2025.5.9,동작구,서울특별시 동작구 신대방동 476-10,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1354,2025.5.9,양천구,서울특별시 양천구 목동 605-22,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1355,2025.5.9,강남구,서울특별시 강남구 논현동 279-110,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1356,2025.5.9,서초구,서울특별시 서초구 서초동 1374,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1357,2025.5.9,동작구,서울특별시 동작구 신대방동 724,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1358,2025.5.9,강남구,서울특별시 강남구 논현동 279-110,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1359,2025.5.9,서초구,서울특별시 서초구 서초동 1320-10,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1360,2025.5.9,서초구,서울특별시 서초구 서초동 1320-10,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1361,2025.5.9,서초구,서울특별시 서초구 서초동 1320-10,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1362,2025.5.9,양천구,서울특별시 양천구 목동 560,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1363,2025.5.9,양천구,서울특별시 양천구 목동 929,점자블록 또는 교통약자 엘리베이터,2025.5.9,,,,,,,,,,,,,,,,,
1364,2025.5.9,양천구,서울특별시 양천구 목동 560,상기 사항 외 보도,2025.5.9,,,,,,,,,,,,,,,,,
1365,2025.5.9,양천구,서울특별시 양천구 목동 901-8,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1366,2025.5.9,서초구,서울특별시 서초구 서초동 1327,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1367,2025.5.9,서초구,서울특별시 서초구 서초동 1328-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1368,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1369,2025.5.9,양천구,서울특별시 양천구 목동 901-9,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1370,2025.5.9,동작구,서울특별시 동작구 상도동 210-291,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1371,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1372,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1373,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1374,2025.5.9,금천구,서울특별시 금천구 가산동 50-1,버스정류소 및 택시승강장 주변(5m 이내),2025.5.9,,,,,,,,,,,,,,,,,
1375,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1376,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1377,2025.5.9,동작구,서울특별시 동작구 상도동 29-8,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1378,2025.5.9,양천구,서울특별시 양천구 목동 903-4,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1379,2025.5.9,양천구,서울특별시 양천구 신정동 331-2,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1380,2025.5.9,금천구,서울특별시 금천구 가산동 356-5,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1381,2025.5.9,관악구,서울특별시 관악구 신림동 1642-16,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1382,2025.5.9,금천구,서울특별시 금천구 가산동 356-5,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1383,2025.5.9,금천구,서울특별시 금천구 가산동 356-5,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1384,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1385,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1386,2025.5.9,양천구,서울특별시 양천구 신정동 1325,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1387,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1388,2025.5.9,양천구,서울특별시 양천구 신정동 164-10,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1389,2025.5.9,금천구,서울특별시 금천구 가산동 345-13,점자블록 또는 교통약자 엘리베이터,2025.5.9,,,,,,,,,,,,,,,,,
1390,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1391,2025.5.9,강남구,서울특별시 강남구 역삼동 800-3,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1392,2025.5.9,송파구,서울특별시 송파구 가락동 163-1,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1393,2025.5.9,관악구,서울특별시 관악구 신림동 233-10,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1394,2025.5.9,관악구,서울특별시 관악구 신림동 244-17,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1395,2025.5.9,양천구,서울특별시 양천구 목동 657-25,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1396,2025.5.9,강남구,서울특별시 강남구 역삼동 858-16,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1397,2025.5.9,강남구,서울특별시 강남구 역삼동 858-16,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1398,2025.5.9,강남구,서울특별시 강남구 역삼동 858-16,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1399,2025.5.9,금천구,서울특별시 금천구 가산동 371-23,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1400,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1401,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1402,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1403,2025.5.9,양천구,서울특별시 양천구 신정동 324-3,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1404,2025.5.9,송파구,서울특별시 송파구 오금동 156,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1405,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1406,2025.5.9,강남구,서울특별시 강남구 역삼동 804,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1407,2025.5.9,양천구,서울특별시 양천구 목동 917-2,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1408,2025.5.9,서초구,서울특별시 서초구 서초동 1748-40,횡단보도 주변(3m),2025.5.9,,,,,,,,,,,,,,,,,
1409,2025.5.9,서초구,서울특별시 서초구 서초동 1745-10,보호구역(어린이·노인·장애인),2025.5.9,,,,,,,,,,,,,,,,,
1410,2025.5.9,강남구,서울특별시 강남구 역삼동 804-10,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1411,2025.5.9,강남구,서울특별시 강남구 역삼동 721-39,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1412,2025.5.9,강남구,서울특별시 강남구 역삼동 804-10,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
1413,2025.5.9,강남구,서울특별시 강남구 역삼동 706-13,보도와 차도가 구분된 도로의 차도,2025.5.9,,,,,,,,,,,,,,,,,
